id,lot_area,land_slope,central_air,gr_liv_area,totrms_abvgrd,new_property,saleprice,paved,irregular,cul_de_sac,positive_feature,noisy,years_old,non-living,baseline,condition,floating_village
2594,7500,0,1,1312,6,0,127000,1,0,0,0,0,56,812.0,141000.0,23,0
1314,9600,0,0,2058,8,0,129500,1,0,0,0,0,58,994.0,120000.0,20,0
366,5814,0,1,1360,4,0,187500,1,1,1,0,0,25,1283.0,322450.0,26,0
1462,14860,0,1,1786,6,0,300000,1,1,1,0,0,5,1995.0,200000.0,27,0
2541,14803,0,1,1993,8,0,190000,1,1,1,0,0,35,891.0,185000.0,24,0
2088,7550,0,0,1362,7,0,96000,1,0,0,0,0,57,951.0,125000.0,18,0
527,8125,0,1,1550,7,0,241000,1,0,0,0,0,2,1260.0,224000.0,26,1
1824,13673,0,1,1696,8,0,143900,1,1,1,0,1,45,1170.0,135000.0,22,0
2918,1533,0,1,1092,5,0,87550,1,0,0,0,0,36,546.0,92450.0,18,0
49,7658,0,1,1752,6,0,319900,1,0,0,0,0,5,2030.0,317500.0,28,0
2332,12292,0,1,2473,11,1,356383,1,1,1,0,0,0,1379.0,322450.0,29,0
826,11923,0,1,1800,7,0,239000,1,1,0,0,0,2,2224.0,200000.0,28,0
1108,10010,0,1,2197,9,0,287500,1,0,0,0,0,14,1564.0,300750.0,26,0
2041,12358,0,1,1382,7,0,128500,1,1,0,0,1,57,957.0,120000.0,21,0
57,8577,0,1,1733,7,0,185088,1,1,0,0,0,6,1039.0,180750.0,27,0
520,8640,0,1,1402,7,0,229800,1,0,0,0,0,1,1733.0,224000.0,26,1
2305,10447,0,1,887,5,0,124500,1,0,0,0,0,23,1004.0,160000.0,23,0
2533,9600,0,1,1051,6,0,142000,1,0,0,0,1,38,1051.0,141000.0,23,0
2852,4899,0,1,1510,6,0,149000,1,0,0,0,0,56,919.0,136200.0,26,0
1198,9246,0,1,1656,8,0,135000,1,1,0,0,1,35,1867.0,185000.0,20,0
1681,4928,0,1,958,5,0,128000,1,1,0,0,0,31,1283.0,143000.0,23,0
1773,12692,0,1,3228,10,0,430000,1,1,0,0,0,14,3830.0,300750.0,27,0
1825,7476,0,1,1040,5,0,145000,1,0,0,0,0,39,1228.0,135000.0,22,0
2208,5362,0,1,1250,8,0,139000,1,0,0,0,0,4,984.0,199500.0,23,0
1646,12090,0,1,1868,7,0,178000,1,0,0,0,0,4,1112.0,185000.0,28,0
1060,12539,0,1,2790,10,0,460000,1,0,0,1,0,2,2042.0,317500.0,30,0
748,11888,0,0,2134,10,0,214500,1,1,0,1,0,15,1172.0,128000.0,22,0
2846,7082,0,1,1928,10,0,160000,1,0,0,0,0,11,914.0,136200.0,27,0
493,8755,0,1,2060,8,0,214000,1,1,0,0,0,10,1160.0,180750.0,27,0
694,4080,0,1,1378,6,0,128900,1,0,0,0,0,11,995.0,120000.0,25,0
2283,32463,1,1,1622,7,0,168000,1,0,0,0,0,32,1688.0,160000.0,21,0
1800,12217,0,1,1880,8,1,310013,1,1,0,0,0,0,1250.0,224000.0,27,1
1632,3696,0,1,1088,5,0,170000,1,0,0,0,0,21,1285.0,322450.0,27,0
2624,7560,0,1,1040,6,0,133700,1,0,0,0,0,47,1432.0,141000.0,21,0
2197,10592,0,1,1502,7,0,165000,1,0,0,0,0,11,863.0,199500.0,23,0
1045,1680,0,1,987,5,0,89500,1,0,0,0,0,37,483.0,105500.0,19,0
2549,10382,0,1,1095,6,0,140000,1,0,0,0,0,48,588.0,141000.0,23,0
2829,2522,0,1,1709,7,0,134000,1,0,0,0,0,2,1010.0,125000.0,24,0
2480,9370,0,1,1731,7,0,248500,1,1,0,0,0,13,1452.0,184000.0,25,0
2724,10246,0,1,960,3,0,145000,1,1,1,0,0,5,736.0,135000.0,27,0
2352,11475,0,1,1552,6,0,179900,1,0,0,0,0,31,1130.0,185000.0,24,0
1783,9986,0,1,1795,7,1,147000,1,0,0,0,0,0,1844.0,224000.0,27,0
338,10475,0,1,1274,6,0,136000,1,0,0,0,0,19,646.0,160000.0,21,0
196,6000,0,1,1196,6,0,128000,1,0,0,0,0,60,572.0,128000.0,23,0
762,4280,0,1,704,4,0,88750,1,1,0,0,0,8,584.0,135000.0,23,0
151,10895,0,1,972,5,0,122500,1,0,0,0,0,55,1177.0,141000.0,23,0
158,17503,0,1,1458,6,0,97500,1,0,0,0,1,60,1104.0,141000.0,23,0
2572,9723,0,1,1008,5,0,135000,1,1,0,0,0,43,1008.0,141000.0,25,0
1686,11694,0,1,1828,9,1,314813,1,0,0,0,0,0,2190.0,317500.0,28,0
943,8470,0,0,1526,6,0,85000,1,1,0,0,1,27,1169.0,102388.0,18,0
735,6000,0,1,1176,4,0,134900,1,0,0,0,0,9,908.0,128000.0,25,0
2741,10519,0,1,1057,6,0,137000,1,0,0,0,0,7,1057.0,125000.0,26,0
1106,10437,0,1,2113,7,0,350000,1,1,0,0,0,13,2391.0,300750.0,28,0
2375,7514,0,1,1387,6,0,145000,1,0,0,0,0,31,1183.0,141000.0,24,0
1701,13654,0,1,2758,9,0,418000,1,1,1,0,0,1,2041.0,317500.0,29,0
2657,5747,0,1,840,5,0,64000,1,0,0,0,0,56,910.0,120000.0,18,0
907,4500,0,1,1520,6,0,159434,1,1,0,0,0,9,849.0,136200.0,22,0
1777,11830,0,1,1542,6,1,260261,1,0,0,0,1,0,1820.0,224000.0,27,0
164,8520,0,1,1385,6,0,166000,1,0,0,0,1,58,910.0,141000.0,18,0
1973,6760,0,1,936,6,0,130000,1,0,0,0,0,45,1170.0,141000.0,22,0
2857,6191,0,0,1288,6,0,112000,1,0,0,0,0,56,824.0,136200.0,19,0
1208,8700,0,1,1128,6,0,155000,1,0,0,0,0,45,1455.0,141000.0,24,0
319,12003,0,1,1968,8,1,269500,1,0,0,0,0,0,849.0,220000.0,28,0
2567,12700,0,1,1246,6,0,172000,1,1,0,0,0,42,1315.0,141000.0,23,0
2222,13125,0,1,1740,6,0,219500,1,0,0,0,0,23,800.0,199500.0,25,0
2493,8638,0,1,925,5,0,133500,1,1,0,0,1,43,1202.0,135000.0,22,0
1757,9967,0,1,1430,8,0,170000,1,1,0,0,0,7,484.0,180750.0,27,0
184,9600,0,0,1566,7,0,150000,1,0,0,0,0,7,1458.0,120000.0,27,0
1248,12774,1,0,950,5,0,130000,1,0,0,0,0,55,1016.0,141000.0,20,0
2574,8163,0,1,1144,6,0,143000,1,0,0,0,0,47,1230.0,141000.0,23,0
1215,9900,0,1,1114,5,0,140000,1,0,0,0,0,47,1278.0,141000.0,22,0
1614,13651,0,1,2223,8,0,244000,1,1,0,0,0,34,2523.0,141000.0,27,0
2039,7200,0,0,1111,6,0,101000,1,0,0,0,0,11,674.0,102388.0,22,0
2669,9750,0,1,960,5,0,125000,1,0,0,0,0,48,960.0,124500.0,22,0
1005,11184,0,1,1633,7,0,183000,1,1,0,0,0,10,971.0,180750.0,24,0
753,5520,0,1,2229,8,0,104000,1,0,0,0,0,59,983.0,120000.0,27,0
1275,6390,0,1,984,4,0,112500,1,0,0,0,1,54,936.0,141000.0,22,0
2350,10240,0,1,1686,7,0,207500,1,0,0,0,0,26,2201.0,185000.0,24,0
2762,9316,0,1,1614,7,0,225000,1,0,0,0,0,1,1759.0,200000.0,26,0
2788,7200,0,1,864,5,0,119900,1,0,0,0,0,34,864.0,200000.0,25,0
2384,12228,0,1,1740,8,1,293000,1,0,0,0,0,0,1764.0,317500.0,26,0
2716,10335,0,1,1721,7,0,180000,1,1,0,0,0,13,1737.0,135000.0,24,0
313,12328,0,1,1034,6,0,169900,1,1,0,0,0,34,1012.0,160000.0,23,0
84,8930,0,1,1902,8,0,112000,1,0,0,0,1,32,0.0,135000.0,23,0
81,9672,0,1,1097,6,0,152000,1,0,0,0,0,25,1040.0,181000.0,23,0
2389,13975,0,1,2206,10,1,300000,1,1,0,0,0,0,1333.0,317500.0,29,0
280,7819,0,1,1117,6,0,107000,1,0,0,0,0,34,1173.0,125000.0,21,0
190,11340,0,1,2290,11,0,122500,1,0,0,0,0,60,891.0,120000.0,21,0
2371,1680,0,1,948,5,0,89000,1,0,0,0,0,34,483.0,105500.0,21,0
213,6001,1,0,919,5,0,95000,1,1,0,0,0,60,645.0,136200.0,23,0
1864,11700,0,1,1152,7,0,143450,1,0,0,0,0,39,1038.0,185000.0,26,0
37,12858,0,1,2334,10,1,376162,1,1,0,0,0,0,1867.0,317500.0,28,0
146,9300,0,1,1264,6,0,167500,1,0,0,0,1,50,1411.0,141000.0,22,0
809,7018,0,1,1224,6,0,153337,1,0,0,0,1,30,1206.0,181000.0,20,0
767,6629,0,0,1369,6,0,103600,1,0,0,0,1,59,819.0,125000.0,22,0
262,10650,0,1,894,5,0,128200,1,0,0,0,0,34,1259.0,200000.0,23,0
101,2117,0,1,1573,5,0,177500,1,0,0,0,0,10,788.0,224000.0,23,1
48,13650,0,1,2250,7,0,320000,1,0,0,0,0,8,2039.0,317500.0,27,0
489,8433,0,1,1514,7,0,190000,1,1,0,0,0,9,866.0,180750.0,25,0
2369,1680,0,1,1218,7,0,91500,1,0,0,0,0,35,873.0,105500.0,24,0
707,6000,0,1,1387,7,0,93000,1,0,0,0,0,55,811.0,120000.0,21,0
1556,8500,0,0,1317,6,0,40000,1,0,0,0,1,58,875.0,102388.0,18,0
2034,6882,0,1,1355,7,0,127000,1,0,0,0,0,1,935.0,102388.0,26,0
308,8712,0,1,952,5,0,50138,0,0,0,0,0,60,1021.0,102388.0,22,0
2176,7917,0,1,1113,6,0,148000,1,1,0,0,0,31,1543.0,125000.0,25,0
1549,6900,0,1,778,4,0,120500,1,0,0,0,0,53,765.0,102388.0,23,0
909,9900,0,1,1489,7,0,139500,1,0,0,0,0,59,1113.0,136200.0,23,0
892,13286,0,1,1698,8,0,320000,1,1,0,0,0,1,2089.0,125000.0,28,0
2045,12888,0,1,2267,7,0,219000,1,0,0,0,1,27,1526.0,135000.0,27,0
2927,8885,1,1,902,5,0,131000,1,1,0,0,0,23,1028.0,160000.0,22,0
1732,8857,0,1,1495,7,1,171925,1,1,0,0,0,1,868.0,180750.0,25,0
998,14137,0,1,1384,7,0,177900,1,1,0,0,0,11,1387.0,180750.0,23,0
2203,6720,0,0,1436,7,0,141500,1,0,0,0,0,57,769.0,199500.0,23,0
356,7500,0,1,1636,7,0,191000,1,0,0,0,0,10,1036.0,180750.0,24,0
2475,13072,0,1,1158,5,1,158000,1,0,0,0,1,2,1208.0,181000.0,23,0
2264,10656,0,1,1646,6,1,248900,1,1,0,0,0,0,1910.0,220000.0,27,0
2201,7200,0,1,1768,7,0,175000,1,0,0,0,1,57,995.0,136200.0,24,0
2545,8800,0,1,1565,7,0,185900,1,0,0,0,0,6,1623.0,141460.0,27,0
2660,10800,0,0,1768,6,0,163000,1,0,0,0,0,36,1221.0,120000.0,23,0
2882,9000,0,0,1396,8,0,115000,1,0,0,0,0,55,660.0,102388.0,24,0
1379,13014,0,1,1096,6,0,157500,1,0,0,0,0,30,1176.0,135000.0,23,0
491,15896,0,1,2312,8,0,245000,1,1,1,0,0,10,1475.0,180750.0,27,0
1002,5395,0,1,1337,5,0,180000,1,1,0,0,0,15,1671.0,322450.0,26,0
1848,5105,0,1,1102,4,0,148800,1,1,0,0,0,3,611.0,224000.0,24,1
1455,9473,0,1,2031,7,0,237000,1,0,0,0,0,6,1339.0,200000.0,27,0
908,8400,0,0,438,3,0,60000,1,0,0,0,0,59,290.0,136200.0,15,0
1490,12102,0,1,1033,6,0,165000,1,0,0,0,0,32,680.0,125000.0,25,0
1465,10905,0,1,2327,9,0,240000,1,1,1,0,0,5,1186.0,200000.0,27,0
1627,9556,0,1,1187,6,0,160000,1,1,0,0,0,14,1189.0,180750.0,25,0
2849,6430,0,0,1340,6,0,128000,1,0,0,0,1,56,780.0,136200.0,22,0
1501,6040,0,0,1152,6,0,82000,1,0,0,0,0,53,0.0,125000.0,19,0
626,14695,0,1,1567,5,0,256000,1,1,0,0,0,1,2014.0,141000.0,27,0
722,9000,0,1,1482,7,0,143000,1,0,0,0,1,21,650.0,120000.0,28,0
2260,8368,0,1,1689,7,1,231713,1,1,0,0,0,0,1828.0,220000.0,26,0
1639,41600,0,1,1424,7,0,155000,1,1,0,0,0,17,1244.0,180750.0,21,0
1603,6490,0,1,816,4,0,128500,1,0,0,0,0,25,1131.0,160000.0,26,0
1520,7290,0,1,1424,7,0,168000,1,0,0,0,0,58,1318.0,136200.0,29,0
1665,7472,0,1,1479,7,0,184000,1,1,1,0,0,3,757.0,141000.0,29,0
2635,7000,0,1,1025,6,0,124000,1,0,0,0,1,44,1201.0,141000.0,23,0
581,11717,0,1,1442,6,0,185000,1,1,0,1,0,39,1813.0,185000.0,24,0
2435,11194,0,1,1936,7,0,230500,1,1,0,0,0,6,1718.0,180750.0,27,0
2799,11250,0,1,1939,8,0,227000,1,1,0,0,0,8,1266.0,200000.0,26,0
883,8633,0,1,1476,7,0,173500,1,0,0,0,0,4,873.0,200000.0,25,0
2537,8400,0,1,898,6,0,140000,1,0,0,0,1,38,976.0,141000.0,24,0
1120,10037,0,1,1460,6,0,247000,1,0,0,0,1,1,1480.0,224000.0,27,0
774,8014,0,1,1034,5,0,149900,1,1,1,0,0,31,456.0,135000.0,22,0
1447,12250,0,1,1174,5,0,158000,1,1,0,0,0,30,1355.0,200000.0,25,0
104,2403,0,1,1080,4,0,147110,1,1,0,0,0,7,580.0,224000.0,26,1
2694,8600,0,1,1376,7,0,119500,1,0,0,0,0,56,780.0,102388.0,22,0
920,13680,1,1,1567,6,0,205000,1,0,0,0,0,59,1011.0,199500.0,23,0
1951,10800,0,1,1534,6,0,148000,1,0,0,0,0,8,848.0,120000.0,29,0
9,5389,0,1,1616,5,0,236500,1,1,0,0,0,14,1984.0,322450.0,27,0
2848,10890,0,1,1551,6,0,137000,1,0,0,0,0,56,1058.0,136200.0,20,0
614,9768,0,1,960,5,0,122000,1,0,0,0,0,54,1030.0,141000.0,23,0
1736,8993,0,1,1302,6,1,176485,1,1,0,0,0,0,1324.0,180750.0,26,0
2686,11672,0,1,816,4,0,109000,1,1,0,0,0,56,1096.0,128000.0,19,0
2257,9763,0,1,1502,5,0,330000,1,1,0,0,0,9,1502.0,280000.0,26,0
1284,9836,0,0,1133,7,0,143000,1,0,0,0,1,0,367.0,120000.0,22,0
1765,10557,0,1,3078,9,0,410000,1,1,0,0,0,9,1603.0,300750.0,28,0
1811,8462,0,1,1721,7,0,201000,1,1,0,0,0,13,1315.0,181000.0,25,0
2603,10818,0,1,1760,7,0,80000,1,0,0,0,0,56,1293.0,120000.0,17,0
2220,7259,1,1,2320,9,0,259500,1,1,0,0,0,5,1252.0,199500.0,26,0
2273,11800,0,1,2486,10,0,279900,1,1,0,0,0,3,1297.0,220000.0,27,0
163,7500,0,1,1246,6,0,154000,1,0,0,0,0,16,1464.0,141000.0,26,0
2116,159000,1,1,2144,7,0,277000,1,1,1,0,0,1,1542.0,225500.0,26,0
2734,6488,0,0,1150,6,0,128000,1,0,0,0,0,56,1063.0,125000.0,24,0
426,14230,0,1,1600,7,0,256300,1,0,0,0,0,2,1622.0,317500.0,27,0
2216,7810,0,1,1755,7,0,188000,1,1,0,0,0,4,970.0,199500.0,22,0
2900,14331,0,1,1800,7,0,312500,1,0,0,0,0,4,2148.0,220000.0,27,0
97,3182,0,1,1200,4,0,151000,1,0,0,0,0,5,772.0,224000.0,24,1
1680,1920,0,1,1365,6,0,122500,1,0,0,0,0,36,1041.0,105500.0,22,0
1133,10110,0,1,1696,7,0,188000,1,0,0,0,0,5,1044.0,181000.0,25,0
2761,10984,0,1,1809,8,1,209700,1,1,0,0,0,0,1143.0,200000.0,26,0
1642,14082,0,1,2234,7,0,441929,1,1,0,0,0,1,2690.0,322450.0,27,0
1141,8480,0,1,1680,7,0,163000,1,1,0,0,0,14,1126.0,181000.0,25,0
2118,12205,0,1,2087,9,0,187500,1,1,0,0,0,0,1133.0,225000.0,27,0
870,15750,0,1,1513,5,0,220000,1,0,0,0,1,9,1631.0,200000.0,27,0
1875,8050,0,1,1107,5,0,127000,1,0,0,0,0,14,1101.0,141000.0,23,0
155,7200,0,1,827,5,0,107500,1,0,0,0,0,3,0.0,141000.0,24,0
1318,6300,0,1,1484,9,0,128000,1,0,0,0,0,7,1167.0,120000.0,27,0
1285,5232,0,0,764,4,0,73000,1,1,0,0,1,4,680.0,120000.0,18,0
2400,11846,0,1,1792,6,0,374000,1,1,0,0,0,2,2047.0,317500.0,28,0
1068,16900,0,1,2649,10,0,421250,1,0,0,0,0,6,1539.0,317500.0,27,0
361,9636,0,1,1593,7,0,178000,1,1,0,0,0,16,1190.0,180750.0,25,0
1493,10012,0,1,1181,6,0,137500,1,0,0,0,0,36,1318.0,125000.0,19,0
1110,14303,0,1,1987,7,0,301500,1,1,0,0,0,14,2284.0,300750.0,27,0
911,5707,0,1,1242,6,0,105000,1,0,0,0,1,59,1008.0,136200.0,21,0
2535,9360,0,1,976,4,0,157500,1,0,0,0,1,2,1070.0,141000.0,25,0
2030,5680,0,0,1214,6,0,117000,1,0,0,0,0,57,1046.0,120000.0,17,0
2634,7000,0,1,864,5,0,105000,1,0,0,0,1,44,864.0,141000.0,24,0
1530,10480,0,1,1639,6,0,115000,1,0,0,0,0,58,1064.0,136200.0,22,0
435,11578,0,1,1736,7,0,360000,1,0,0,0,0,1,2145.0,317500.0,28,0
812,7018,0,1,1535,8,0,118858,1,0,0,0,0,30,0.0,181000.0,22,0
1202,9130,0,1,1632,7,0,173000,1,0,0,0,1,8,840.0,185000.0,27,0
666,10800,0,1,725,4,0,78500,1,0,0,0,0,11,660.0,120000.0,17,0
1751,8244,0,1,1720,7,0,183500,1,1,0,0,0,3,988.0,180750.0,26,0
705,6000,1,0,936,4,0,93000,1,0,0,0,0,56,1080.0,120000.0,18,0
1744,3621,0,1,1589,7,0,226500,1,0,0,0,0,4,1569.0,192250.0,27,0
357,7837,0,1,1571,7,0,178000,1,1,0,0,0,15,839.0,180750.0,26,0
2133,10665,0,1,1479,7,0,226000,1,1,0,0,0,4,1626.0,200000.0,26,0
989,10457,1,1,1632,7,0,173000,1,1,0,0,0,40,1325.0,160000.0,26,0
562,8281,0,1,864,5,0,62383,1,1,0,0,0,44,1100.0,135000.0,21,0
1054,14948,0,1,2713,11,1,446261,1,1,0,0,0,0,1644.0,317500.0,28,0
2850,7000,0,1,1479,6,0,160000,1,0,0,0,1,9,1210.0,136200.0,27,0
1082,3940,0,1,1576,7,0,219990,1,0,0,0,0,4,1556.0,192250.0,26,0
1440,9382,0,1,1479,6,0,191000,1,1,1,0,0,8,1613.0,200000.0,26,0
2006,6854,1,0,1060,6,0,136500,1,0,0,0,0,13,971.0,128000.0,21,0
2082,11515,0,0,943,5,0,80000,1,1,1,0,0,13,60.0,125000.0,19,0
2344,13837,0,1,2183,9,0,229000,1,1,0,0,0,18,1204.0,185000.0,25,0
248,9938,0,1,1949,8,0,236000,1,0,0,0,0,16,1296.0,181000.0,26,0
2276,12633,0,1,1824,8,1,392000,1,1,0,1,0,0,2128.0,220000.0,29,0
755,6876,0,1,1930,8,0,149000,1,0,0,0,0,59,933.0,102388.0,22,0
1178,3951,0,1,2393,7,0,345000,1,1,0,0,0,9,1154.0,224000.0,29,1
2636,9856,0,1,2014,8,0,169000,1,0,0,0,0,1,955.0,120000.0,24,0
2077,17808,0,0,1242,4,0,109900,1,0,0,0,1,57,484.0,125000.0,21,0
2930,9627,1,1,2000,9,0,188000,1,0,0,0,0,12,1234.0,160000.0,26,0
737,6000,0,1,1412,6,0,132500,1,0,0,0,0,59,825.0,128000.0,22,0
837,9757,1,1,990,5,0,143000,1,0,0,0,0,15,1148.0,200000.0,26,0
2086,9280,0,1,1342,7,0,125000,1,0,0,0,0,56,1342.0,125000.0,23,0
2385,14780,1,1,1868,7,0,415000,1,1,0,0,0,1,2434.0,317500.0,28,0
189,7740,0,1,1363,6,0,125500,1,0,0,0,0,60,790.0,120000.0,22,0
635,9600,0,1,1632,6,0,139000,1,0,0,0,1,21,1529.0,141000.0,25,0
432,13478,0,1,2296,10,0,451950,1,1,0,0,0,1,2378.0,317500.0,30,0
900,10926,0,1,1678,10,0,119900,1,0,0,0,0,50,1678.0,125000.0,23,0
966,6853,0,1,1296,6,0,220000,1,1,0,0,0,7,1484.0,220000.0,27,0
1612,10667,0,1,1587,7,0,167300,1,0,0,0,0,36,1631.0,141000.0,24,0
904,8212,0,1,1298,6,0,122000,1,0,0,0,0,59,804.0,125000.0,23,0
2487,9100,0,1,1728,10,0,125000,1,0,0,0,1,43,1728.0,135000.0,20,0
1304,6000,0,1,928,5,0,112500,1,0,0,0,0,51,928.0,120000.0,23,0
2112,9316,0,1,1795,7,0,191000,1,0,0,0,0,1,1154.0,200000.0,26,0
1244,9464,0,1,1080,5,0,136000,1,0,0,0,0,50,1210.0,141000.0,26,0
843,10400,0,1,1779,6,0,197900,1,0,0,0,0,11,1100.0,200000.0,26,0
2689,5310,0,1,1635,5,0,117000,1,0,0,0,1,3,879.0,120000.0,27,0
2753,7406,0,1,1220,6,1,194000,1,0,0,0,0,0,1358.0,200000.0,26,0
1169,4538,0,1,1310,5,0,285000,1,1,0,0,0,7,1632.0,224000.0,28,1
1376,10106,0,1,1355,6,0,127500,1,0,0,0,0,9,784.0,125000.0,26,0
2503,13346,0,1,2295,9,0,268000,1,1,1,0,0,6,1135.0,300750.0,26,0
1987,9639,0,1,1798,7,0,137000,1,0,0,0,1,57,1235.0,120000.0,24,0
1190,15387,0,1,1620,8,0,215000,1,1,1,0,0,41,1874.0,185450.0,28,0
1930,10050,0,1,1216,5,0,129500,1,0,0,0,0,52,1216.0,141000.0,22,0
2677,6240,0,1,1344,7,0,115000,1,0,0,0,0,56,1210.0,128000.0,19,0
1256,7506,0,1,1159,5,0,114000,1,0,0,0,0,58,927.0,120000.0,23,0
2484,8900,0,1,1056,5,0,107000,1,0,0,0,0,40,1098.0,181000.0,18,0
1253,8480,0,1,1216,6,0,118500,1,0,0,0,0,58,1092.0,141000.0,20,0
1337,6000,0,1,1158,5,0,120000,1,0,0,0,0,58,974.0,128000.0,26,0
1788,8847,0,1,1538,7,0,260000,1,0,0,0,0,2,1724.0,224000.0,27,0
141,8050,0,1,1143,6,0,136000,1,1,0,0,0,51,1143.0,141000.0,22,0
1669,8294,0,1,872,5,0,123000,1,0,0,0,0,36,858.0,141000.0,19,0
1366,7920,0,1,1406,6,0,89500,1,1,0,0,1,58,463.0,102388.0,25,0
52,18494,0,1,1324,6,0,199500,1,1,0,0,0,5,1383.0,180750.0,25,0
1380,7162,0,1,904,6,0,109900,1,1,0,0,0,42,876.0,135000.0,24,0
919,10918,0,1,2080,9,0,234000,1,0,0,0,0,5,1421.0,199500.0,28,0
2804,4435,0,1,848,3,0,155900,1,0,0,0,0,2,988.0,200000.0,25,0
782,11250,0,1,1788,8,0,161500,1,0,0,0,0,20,1224.0,225000.0,22,0
956,14375,0,1,1344,7,0,137500,1,1,1,0,0,51,1170.0,220000.0,23,0
187,9045,0,0,2256,12,0,76500,1,0,0,0,0,60,876.0,120000.0,18,0
2074,10029,0,1,2060,8,0,211000,1,1,0,0,0,18,1571.0,225000.0,23,0
1039,4060,0,1,1337,5,0,181000,1,0,0,0,0,9,1617.0,141000.0,25,0
1210,9020,0,1,1165,6,0,174900,1,0,0,0,0,42,1256.0,141000.0,25,0
2710,11777,0,1,1320,6,0,164500,1,1,0,0,0,40,1632.0,135000.0,25,0
44,10171,0,1,1535,7,0,214000,1,1,0,0,0,6,1517.0,317500.0,26,0
1026,10400,0,1,2044,7,0,185000,1,0,0,0,0,20,839.0,185000.0,25,0
1343,6240,0,1,1136,6,0,123000,1,0,0,0,0,58,1149.0,128000.0,23,0
2248,12150,0,1,1299,5,0,183500,1,1,1,0,0,28,1307.0,160000.0,25,0
1849,2645,0,1,1441,5,0,174000,1,0,0,0,0,7,982.0,224000.0,25,1
2076,22692,0,1,1630,6,0,130000,1,1,0,0,0,54,1137.0,125000.0,20,0
2641,9600,0,1,1641,6,0,178000,1,0,0,0,0,16,962.0,120000.0,26,0
5,13830,0,1,1629,6,0,189900,1,1,0,0,0,12,1174.0,180750.0,23,0
878,4435,0,1,848,4,0,144000,1,0,0,0,0,5,988.0,200000.0,25,0
1548,5890,0,1,816,5,0,120500,1,0,0,0,0,1,912.0,102388.0,26,0
841,10859,0,1,1097,6,0,145000,1,0,0,0,0,14,1553.0,200000.0,24,0
1621,5330,0,1,1652,6,0,251000,1,0,0,0,0,7,1638.0,322450.0,27,0
218,10778,0,0,1768,8,0,136500,1,0,0,0,0,42,1768.0,135000.0,22,0
1504,6845,0,0,1152,6,0,82500,1,0,0,0,0,53,0.0,125000.0,20,0
946,21780,0,0,810,4,0,57625,0,0,0,0,0,59,143.0,102388.0,15,0
455,10307,0,1,1358,6,0,212500,1,1,0,0,0,1,1568.0,317500.0,26,0
2906,4500,0,1,1216,5,0,164000,1,0,0,0,0,8,1341.0,160000.0,25,0
2878,9060,0,1,1638,6,0,139000,1,0,0,0,0,49,988.0,102388.0,22,0
1173,2160,0,1,1252,4,0,160000,1,0,0,0,0,8,648.0,224000.0,24,1
985,7669,0,1,883,5,0,149000,1,0,0,0,0,16,960.0,160000.0,21,0
975,9858,0,1,874,5,0,130000,1,0,0,0,0,41,897.0,160600.0,23,0
202,10300,0,1,1710,9,0,140000,1,1,0,0,1,60,663.0,120000.0,24,0
528,8125,0,1,1836,8,1,264500,1,0,0,0,0,0,2011.0,224000.0,27,1
2579,14850,0,1,1092,6,0,141000,1,1,0,0,0,49,1482.0,141000.0,21,0
1841,4274,0,1,1241,4,1,199900,1,1,0,0,0,0,1357.0,224000.0,26,1
591,9650,0,1,1334,6,0,167900,1,0,0,0,0,32,1366.0,185000.0,23,0
1897,14585,0,1,1429,7,0,181900,1,1,1,0,0,20,1470.0,141000.0,26,0
70,9000,0,1,1566,7,0,262500,1,0,0,0,0,2,1878.0,224000.0,27,1
590,13774,0,1,2288,8,0,230000,1,1,0,0,0,17,1457.0,185000.0,28,0
1172,5119,0,1,1709,5,0,328900,1,1,1,0,0,8,1860.0,224000.0,28,1
1714,9254,0,1,1721,7,0,232698,1,1,0,0,0,2,1916.0,317500.0,27,0
829,10324,0,1,1254,5,0,221800,1,1,0,0,0,1,1514.0,200000.0,27,0
1397,8375,0,1,1350,6,0,152400,1,0,0,0,0,35,576.0,135000.0,24,0
877,9750,0,1,1630,6,0,213000,1,0,0,0,0,8,1938.0,200000.0,26,0
2477,7632,0,1,1585,7,0,184900,1,1,0,0,0,1,961.0,181000.0,26,0
2871,15750,0,1,1336,5,0,157000,1,0,0,0,0,53,1165.0,199500.0,22,0
2489,9240,0,1,1211,6,0,144000,1,1,0,0,0,4,1025.0,135000.0,22,0
1655,10400,0,1,1353,5,0,192350,1,0,0,0,0,8,1640.0,185000.0,25,0
1891,8800,0,1,1200,6,0,163500,1,0,0,0,0,41,1174.0,141000.0,27,0
1419,11839,0,1,2329,10,0,262280,1,0,0,0,0,18,1788.0,181000.0,26,0
1473,9135,0,1,1536,7,0,214000,1,0,0,0,0,5,1802.0,200000.0,26,0
2868,14115,0,1,1811,6,0,230000,1,1,0,0,0,2,1353.0,199500.0,27,0
1695,14154,0,1,2172,9,1,280000,1,0,0,0,0,1,1317.0,317500.0,26,0
2244,6565,0,1,1073,6,0,140000,1,0,0,0,0,27,1517.0,102388.0,20,0
169,7700,0,1,1839,7,0,155000,1,0,0,1,0,44,1096.0,141000.0,23,0
2670,4761,0,0,1020,5,0,64500,1,0,0,0,0,56,1125.0,102388.0,15,0
247,12361,0,1,1802,8,0,218000,1,1,1,0,0,17,1488.0,181000.0,26,0
