id,lot_area,land_slope,central_air,gr_liv_area,totrms_abvgrd,new_property,paved,irregular,cul_de_sac,positive_feature,noisy,years_old,non-living,baseline,condition,floating_village
93,11134,0,1,2225,7,0,1,0,0,0,0,17,1618,300750.0,27,0
106,7379,0,1,1848,7,0,1,1,0,0,0,10,1439,224000.0,27,1
2315,9783,0,1,1776,7,0,1,1,0,0,0,10,1223,180750.0,25,0
1050,9477,0,1,892,5,0,1,0,0,0,0,42,864,141000.0,22,0
1095,15384,0,1,1490,8,0,1,1,0,0,0,3,963,180750.0,26,0
2709,11327,0,1,1064,6,0,1,1,0,0,0,39,1426,135000.0,23,0
758,5852,0,0,1864,9,0,1,1,0,0,1,9,1310,120000.0,23,0
1496,7200,0,1,1398,6,0,1,0,0,0,0,7,684,125000.0,25,0
2370,1680,0,1,1218,7,0,1,0,0,0,0,34,700,105500.0,24,0
2458,10182,0,1,1660,8,1,1,1,1,0,0,0,2032,224000.0,27,0
2733,9375,0,1,1350,6,0,1,0,0,0,0,52,1204,125000.0,23,0
161,11275,0,1,2978,11,0,1,0,0,1,1,3,950,141000.0,29,0
726,9720,0,1,1521,8,0,1,0,0,0,0,7,979,120000.0,25,0
845,9017,0,1,1431,6,0,1,1,0,0,0,10,1466,200000.0,26,0
947,10125,0,1,2052,7,0,1,0,0,0,0,8,1408,160000.0,28,0
2232,8500,0,0,1517,7,0,1,0,0,0,1,2,937,102388.0,23,0
2563,9490,0,1,1578,5,0,1,0,0,0,1,56,838,141000.0,24,0
2299,27697,0,0,1608,6,0,1,0,0,0,0,46,1586,160000.0,19,0
211,10632,0,0,1224,6,0,1,1,0,0,0,60,937,225000.0,19,0
605,11475,0,1,1776,9,0,1,0,0,0,0,51,1609,141000.0,20,0
1478,11049,0,1,1234,7,0,1,0,0,0,0,1,1264,200000.0,27,0
2247,4750,1,1,1625,5,0,1,1,0,0,0,0,1849,199500.0,27,0
2274,35133,1,1,1572,5,0,0,0,0,0,0,44,2098,220000.0,21,0
2869,12984,0,1,1647,7,0,1,0,0,0,0,29,1430,199500.0,25,0
967,9157,0,1,2014,9,0,1,1,0,0,0,6,1150,220000.0,26,0
2656,5820,0,1,1163,6,0,1,0,0,0,0,1,1402,120000.0,25,0
667,9671,0,1,2544,12,0,1,0,0,0,1,40,1248,141000.0,23,0
1042,1890,0,1,987,5,0,1,0,0,0,0,36,894,105500.0,23,0
2023,13515,0,1,1824,8,0,1,0,0,0,0,57,890,128000.0,23,0
2447,9233,0,1,2855,9,0,1,1,0,0,0,6,1842,300750.0,28,0
2055,8400,0,1,913,6,0,1,0,0,0,0,41,1066,135000.0,22,0
2275,15306,0,1,1776,7,1,1,1,0,0,0,0,1732,220000.0,27,0
2204,7642,0,1,1426,7,0,1,0,0,0,0,9,1152,199500.0,26,0
1563,3842,1,1,1646,5,0,1,1,0,0,0,3,1930,199500.0,27,0
483,5063,0,1,1314,6,0,1,0,0,0,0,1,1548,317500.0,26,0
796,4235,0,1,1049,5,0,1,0,0,0,0,25,1154,125000.0,22,0
1526,15576,0,1,1680,8,0,1,0,0,0,0,32,1000,199500.0,27,0
2042,10120,0,0,1889,9,0,1,1,0,0,1,57,1189,120000.0,19,0
442,13514,0,1,1808,7,0,1,1,0,0,0,1,2000,317500.0,28,0
1693,13440,0,1,2550,11,1,1,0,0,0,0,0,1267,317500.0,28,0
1468,8750,0,1,1908,8,0,1,0,0,0,0,13,1192,200000.0,26,0
1430,11500,0,1,1643,6,0,1,1,1,0,0,42,1521,225000.0,26,0
2605,10800,0,0,2414,10,0,1,0,0,0,0,36,1096,120000.0,20,0
1529,7609,0,1,1512,7,0,1,0,0,0,0,11,940,199500.0,29,0
335,26142,0,1,1188,6,0,1,1,1,0,0,48,1488,160000.0,24,0
1287,9184,0,1,1323,6,0,1,0,0,0,1,3,780,120000.0,24,0
31,1680,0,1,1092,6,0,1,0,0,0,0,39,525,105500.0,20,0
1785,9416,0,1,1726,8,1,1,0,0,0,0,0,2301,224000.0,26,0
82,8400,0,1,1564,7,0,1,0,0,0,0,29,904,181000.0,24,0
2620,12144,0,1,1521,6,0,1,0,0,0,0,56,1277,141000.0,21,0
252,10402,0,1,1226,6,0,1,1,0,0,0,1,1262,200000.0,26,0
721,3300,0,1,816,5,0,1,0,0,0,0,59,657,120000.0,22,0
2165,8334,0,1,1330,6,1,1,0,0,0,0,0,1353,200000.0,25,0
2316,11207,0,1,1511,8,0,1,1,0,0,0,9,972,180750.0,24,0
775,7252,0,1,858,5,0,1,1,1,0,0,27,978,135000.0,20,0
1558,18000,0,1,894,6,0,0,0,0,0,0,58,914,102948.0,17,0
17,12134,1,1,1752,8,0,1,1,0,0,0,5,896,180750.0,27,0
1022,14450,0,1,1782,6,0,1,0,0,0,0,29,2249,185000.0,24,0
925,7681,0,1,1343,7,0,1,1,0,0,0,59,1025,199500.0,23,0
438,11146,0,1,1717,7,0,1,1,0,0,0,3,1917,317500.0,27,0
1270,7910,0,1,1507,7,0,1,0,0,0,0,48,1075,141000.0,22,0
1272,8000,0,1,1027,6,0,1,0,0,0,0,46,1027,141000.0,22,0
215,6048,0,1,1680,7,0,1,0,0,0,1,60,1056,136200.0,23,0
266,9548,0,1,1829,7,0,1,1,1,0,0,7,1172,200000.0,27,0
2402,10927,0,1,1904,8,0,1,0,0,0,0,1,1297,317500.0,28,0
1250,7350,0,1,952,4,0,1,0,0,0,0,57,952,141000.0,22,0
1984,5925,0,1,1131,7,0,1,0,0,0,0,7,979,120000.0,21,0
1279,7200,0,1,1588,6,0,1,0,0,0,0,41,768,141000.0,22,0
377,12388,0,1,2673,9,0,1,1,0,0,0,18,1305,185000.0,27,0
1252,8838,0,1,1764,7,0,1,0,0,0,0,26,72,141000.0,21,0
2156,10000,0,1,2090,8,0,1,0,0,0,0,11,1285,200000.0,27,0
499,12203,0,1,2612,8,0,1,1,0,0,0,10,1475,300750.0,27,0
1374,21286,0,1,1271,7,0,1,0,0,0,0,58,828,135000.0,22,0
2898,11170,0,1,2514,8,0,1,1,0,0,0,15,1216,220000.0,26,0
401,10500,0,1,864,4,0,1,0,0,0,0,38,1080,141000.0,21,0
2721,13125,0,1,1803,8,0,1,0,0,0,0,6,1134,135000.0,23,0
2078,12671,0,1,2422,6,0,1,1,0,0,0,13,1495,225000.0,27,0
2589,13600,0,1,1056,6,0,1,0,0,0,0,51,1056,141650.0,24,0
1946,21281,0,1,3086,9,0,1,0,0,0,0,0,1320,141000.0,23,0
1334,5870,0,1,1290,6,0,1,0,0,0,1,8,704,128400.0,27,0
2781,13704,0,1,1541,6,0,1,1,0,0,0,4,2090,200000.0,26,0
431,12220,0,1,2020,9,1,1,0,0,0,0,0,2216,317500.0,29,0
576,3782,0,1,1226,4,0,1,1,1,0,0,28,1437,190000.0,25,0
1474,8450,0,1,1710,8,0,1,0,0,0,0,5,917,200000.0,26,0
2254,8750,0,1,918,4,0,1,1,0,0,0,32,1128,160000.0,25,0
2155,11248,0,1,1668,7,0,1,1,0,0,0,5,1928,200000.0,28,0
885,8777,0,1,1126,5,0,1,0,0,0,1,6,96,125000.0,21,0
643,8128,0,1,1062,6,0,1,1,1,0,0,55,1062,141000.0,26,0
1944,9600,0,1,893,4,0,1,0,0,0,0,4,845,141000.0,22,0
480,10125,0,1,1594,7,0,1,1,0,0,0,5,1194,180750.0,26,0
2845,11388,1,0,1273,5,0,1,0,0,0,0,13,828,125000.0,21,0
2387,14215,0,1,2376,9,1,1,1,0,0,0,0,1552,317500.0,28,0
2407,6792,0,1,1368,6,1,1,1,0,0,0,0,1535,317500.0,26,0
2527,11700,0,1,1416,7,0,1,0,0,0,0,38,996,185000.0,25,0
2514,4447,0,1,1080,4,0,1,1,0,0,0,3,580,224000.0,26,1
629,13560,0,1,1392,5,0,1,0,0,0,0,41,1632,141000.0,22,0
80,9453,0,1,1744,7,0,1,1,1,0,1,7,1674,181000.0,28,0
1876,10355,0,1,1214,5,0,1,1,0,0,0,40,1325,141000.0,22,0
1546,6000,0,1,1090,5,0,1,0,0,0,0,2,720,102388.0,25,0
2518,11250,0,1,1208,6,0,1,1,0,0,0,29,1448,260000.0,24,0
2347,10464,0,1,1102,5,0,1,1,0,0,0,26,1150,185000.0,24,0
783,25095,1,1,1473,5,0,1,1,0,0,0,6,1545,225000.0,27,0
1322,11340,0,0,1086,5,0,1,0,0,0,0,58,891,120000.0,13,0
194,5000,0,0,765,4,0,1,0,0,0,1,60,941,128000.0,19,0
1770,11787,0,1,2398,8,0,1,1,0,0,0,10,1678,300750.0,26,0
2143,7200,0,1,864,5,0,1,0,0,0,0,7,1019,200000.0,21,0
1229,13700,0,1,1820,8,0,1,1,0,0,0,20,1281,141000.0,25,0
511,10130,0,1,1702,7,0,1,0,0,0,0,2,1771,224000.0,27,0
46,6371,0,1,1358,6,1,1,1,0,0,0,0,1585,317500.0,26,0
1348,6120,0,1,1774,8,0,1,0,0,0,1,58,1247,120000.0,21,0
2465,8125,0,1,1553,6,1,1,0,0,0,0,0,801,224000.0,26,1
387,8470,0,1,1811,7,0,1,0,0,0,0,7,1245,224000.0,27,1
873,8750,0,1,1417,7,0,1,0,0,0,0,11,1594,200000.0,26,0
1918,6860,0,1,1008,6,0,1,1,0,0,0,51,1008,141000.0,23,0
2764,10041,0,1,1915,8,0,1,1,0,0,0,14,1178,181000.0,27,0
2184,6400,0,1,960,4,0,1,0,0,0,0,7,1139,125000.0,24,0
934,1488,0,1,1229,5,0,1,0,0,0,0,17,737,137500.0,24,0
1920,8176,0,1,1056,6,0,1,0,0,0,0,15,1056,141000.0,22,0
2631,7590,0,1,1348,6,0,1,0,0,1,0,40,956,141000.0,23,0
1768,21535,0,1,4316,10,0,1,1,0,0,0,12,2876,300750.0,30,0
2040,4800,0,1,1196,5,0,1,0,0,0,0,17,1196,102388.0,22,0
1749,11796,0,1,1959,8,0,1,1,0,0,0,2,995,180750.0,27,0
834,16698,1,1,1759,7,0,1,1,1,0,0,16,1792,225000.0,25,0
1457,10400,0,1,2161,8,0,1,0,0,0,0,7,1341,200000.0,26,0
79,7175,0,1,752,4,0,1,0,0,0,0,26,1187,181000.0,23,0
2302,8314,0,1,816,5,0,1,0,0,0,0,25,984,160000.0,24,0
1817,9180,0,1,884,5,0,1,1,1,0,0,24,1080,181000.0,25,0
2755,11210,0,1,1614,7,1,1,1,0,0,0,0,1817,200000.0,26,0
359,8803,0,1,1516,7,0,1,1,0,0,0,14,753,180750.0,24,0
2059,8665,0,1,897,5,0,1,1,0,0,0,39,876,135000.0,22,0
2092,13474,0,1,2243,8,0,1,0,0,0,1,16,1095,181000.0,25,0
2516,7180,0,1,1568,6,0,1,1,0,0,0,4,1834,224000.0,27,1
150,10950,0,1,1064,4,0,1,0,0,0,0,58,864,141000.0,22,0
1656,10793,0,1,1620,7,0,1,0,0,0,0,38,988,185000.0,24,0
83,9800,0,0,1012,5,0,1,0,0,0,1,60,1017,181000.0,19,0
2411,10237,0,1,1316,6,1,1,0,0,0,0,0,1439,180750.0,25,0
795,11500,0,0,845,5,0,1,1,1,0,0,52,186,125000.0,19,0
2312,13006,0,1,2236,8,0,1,1,0,0,0,9,964,180750.0,26,0
2917,1533,0,1,630,3,0,1,0,0,0,0,36,630,92450.0,27,0
1624,7875,0,1,1553,6,0,1,0,0,0,0,11,735,180750.0,25,0
2215,12168,1,1,3194,10,0,1,0,0,0,0,9,965,199500.0,25,0
1211,9200,0,1,1136,5,0,1,0,0,0,0,43,1562,141000.0,24,0
1485,4438,0,1,848,4,0,1,0,0,0,0,4,988,200000.0,25,0
1024,13068,0,1,1211,6,0,1,0,0,0,0,32,1385,185000.0,23,0
570,4217,0,1,1256,5,0,1,1,0,0,0,1,1314,224000.0,25,1
2874,7000,0,1,1285,6,0,1,0,0,0,0,56,1089,102388.0,25,0
700,6600,0,0,2372,11,0,1,0,0,0,0,44,1281,120000.0,21,0
2756,8990,0,1,1498,5,1,1,1,0,0,0,0,1882,200000.0,26,0
2022,7755,0,1,2264,8,0,1,0,0,0,0,12,1252,120000.0,25,0
583,10382,0,1,2090,7,0,1,1,0,1,0,36,1774,185350.0,27,0
2392,11924,0,1,2324,11,1,1,1,0,0,0,0,1343,317500.0,29,0
2424,3072,0,1,1414,6,0,1,0,0,0,0,2,1539,192250.0,26,0
212,9900,0,0,1392,6,0,1,0,0,0,0,60,1380,136200.0,22,0
736,6000,0,1,1348,5,0,1,0,0,0,0,12,1092,128000.0,25,0
1610,11075,1,1,1968,7,0,1,1,0,0,0,39,1278,160400.0,23,0
890,10682,0,1,1149,7,0,1,0,0,0,0,38,1254,125000.0,21,0
467,12589,0,1,1484,8,0,1,1,0,0,0,4,802,180750.0,25,0
578,9600,1,1,2499,5,0,1,0,0,0,1,33,456,260000.0,27,0
1747,16219,0,1,1119,5,0,1,1,0,0,0,2,959,180750.0,26,0
1149,7892,0,1,1199,5,0,1,0,0,0,0,15,1262,181000.0,25,0
2758,13377,0,1,1846,7,1,1,0,0,0,0,0,1868,200000.0,24,0
857,7000,0,1,864,6,0,1,1,1,0,0,4,864,200000.0,27,0
2219,10570,1,1,2727,10,0,1,0,0,0,0,13,927,199500.0,26,0
733,8854,0,0,952,4,0,1,0,0,0,0,59,1090,128000.0,19,0
2909,2665,0,1,1304,5,0,1,0,0,0,0,29,405,92450.0,24,0
1798,9000,0,1,1959,8,0,1,0,0,0,0,1,1342,224000.0,27,1
235,18600,0,1,1610,8,0,1,0,0,0,0,20,1032,125450.0,18,0
2366,2160,0,1,1365,7,0,1,0,0,0,0,33,801,105500.0,24,0
1027,9743,0,1,1308,7,0,1,0,0,0,0,39,720,185000.0,22,0
1195,8125,0,1,925,5,0,1,0,0,0,0,3,1145,141000.0,24,0
1303,7311,0,0,407,3,0,1,0,0,0,0,58,603,120000.0,16,0
148,10032,0,1,1580,6,0,1,0,0,0,0,51,1432,141000.0,25,0
608,10500,0,1,1292,6,0,1,1,0,1,0,45,1416,141000.0,20,0
2515,8314,0,1,1694,6,0,1,1,0,0,0,8,1061,224000.0,27,1
821,10226,0,1,1630,8,0,1,1,0,0,0,1,1836,200000.0,27,0
2500,16059,0,1,2417,9,0,1,0,0,0,0,14,1497,300750.0,27,0
745,6120,0,1,995,5,0,1,0,0,0,0,10,1026,128000.0,22,0
741,6120,0,1,1539,5,0,1,0,0,0,0,59,1039,128000.0,21,0
1611,56600,0,1,1836,7,0,1,1,0,0,0,58,686,102388.0,18,0
2532,9750,0,1,980,6,0,1,0,0,0,0,39,1048,141000.0,23,0
1081,3940,0,1,1455,6,0,1,0,0,0,0,5,1735,192250.0,26,0
1692,13641,0,1,2656,8,1,1,0,0,0,0,0,2260,317500.0,28,0
2520,3640,0,1,1036,4,0,1,1,1,0,0,26,1277,190000.0,23,0
276,9825,0,0,1664,8,0,1,0,0,0,0,45,0,125000.0,23,0
1992,9600,0,1,1472,6,0,1,0,0,0,0,13,786,120000.0,24,0
663,5400,0,0,599,4,0,1,0,0,0,1,59,497,120000.0,20,0
418,2104,0,1,836,5,0,1,0,0,0,0,33,1006,143000.0,25,0
1733,9729,0,1,1746,6,1,1,1,0,0,0,0,732,180750.0,26,0
2359,10000,0,1,1103,6,0,1,0,0,0,0,32,1482,185000.0,24,0
253,7360,0,1,1222,6,0,1,0,0,0,0,0,1276,200000.0,26,0
1518,8400,1,1,2192,8,0,1,0,0,0,0,11,1006,136200.0,25,0
2035,9000,0,1,1375,6,0,1,0,0,0,0,57,1068,102388.0,22,0
2919,1526,0,1,1092,5,0,1,0,0,0,0,36,580,92450.0,22,0
1540,12392,0,1,2161,8,0,1,0,0,0,0,8,928,199500.0,30,0
2120,14217,0,1,1022,6,0,1,1,1,0,0,13,1022,200000.0,21,0
1674,4113,0,1,1337,5,0,1,1,0,0,0,6,1541,141000.0,25,0
256,8816,0,1,1052,6,0,1,0,0,0,0,39,1010,225000.0,26,0
2361,9353,0,1,864,5,0,1,0,0,0,0,36,864,141000.0,22,0
978,1477,0,1,630,3,0,1,0,0,0,0,39,630,92450.0,20,0
2280,6710,0,1,936,3,0,1,1,0,0,0,10,960,160000.0,25,0
2095,11287,0,1,1982,7,0,1,0,0,0,0,18,1087,181000.0,26,0
1709,12099,0,1,2468,10,0,1,1,0,0,0,3,1474,317500.0,28,0
2801,9750,0,1,2097,8,0,1,0,0,0,0,8,1531,200000.0,25,0
1246,11556,0,1,882,4,0,1,0,0,0,0,56,720,141000.0,24,0
2373,1680,0,1,987,5,0,1,0,0,0,0,34,483,105500.0,23,0
1055,12704,0,1,1582,7,1,1,0,0,0,0,1,1886,317500.0,27,0
2017,6120,0,1,1281,6,0,1,0,0,0,0,57,781,128000.0,21,0
1099,9660,0,1,2199,9,0,1,0,0,0,0,11,1304,300750.0,27,0
1344,6120,0,0,808,6,0,1,0,0,0,0,13,48,128000.0,24,0
835,28698,1,1,2126,7,0,1,1,1,0,0,42,1724,225000.0,22,0
1117,12274,0,1,1428,6,1,1,1,0,0,0,0,1477,224000.0,26,0
2043,4388,0,1,840,5,0,1,1,0,0,1,57,672,120000.0,27,0
2085,3869,1,1,1038,5,0,1,0,0,0,0,23,1143,125000.0,24,0
410,2308,0,1,1548,7,0,1,0,0,0,0,33,912,143000.0,21,0
2650,4400,0,1,1118,6,0,1,0,0,0,0,56,648,120000.0,23,0
2867,14210,0,1,1801,8,0,1,1,0,0,0,47,787,199500.0,27,0
1668,9758,0,1,950,5,0,1,1,0,0,0,36,950,141000.0,20,0
1161,4017,0,1,1250,5,0,1,1,0,0,0,1,679,224000.0,24,1
2122,11249,0,1,1200,6,0,1,1,0,0,0,12,1226,200000.0,25,0
2539,9600,0,1,1141,6,0,1,0,0,0,0,39,1219,141000.0,25,0
1047,4043,0,1,1069,4,0,1,0,0,0,0,31,1324,143000.0,24,0
1445,9200,0,1,938,5,0,1,1,1,0,0,28,1083,200000.0,21,0
541,13072,0,1,1114,6,0,1,0,0,0,1,5,1153,181000.0,25,0
569,3830,0,1,1726,6,1,1,1,0,0,0,1,1980,224000.0,25,1
1276,7227,1,1,832,4,0,1,0,0,0,1,54,832,141000.0,23,0
918,7155,0,1,1228,6,0,1,0,0,0,0,19,908,199500.0,27,0
326,11875,0,1,1344,7,0,1,0,0,0,0,11,1672,160000.0,24,0
1936,8540,0,1,925,5,0,1,0,0,0,0,4,1077,141000.0,23,0
895,6410,1,1,876,5,0,1,0,0,0,0,50,876,125000.0,18,0
257,11105,0,1,965,4,0,1,0,0,0,0,14,941,200000.0,23,0
1241,13200,0,1,1570,5,0,1,1,0,0,1,50,1885,141000.0,26,0
1545,7000,0,1,919,5,0,1,0,0,0,0,10,1010,102388.0,24,0
1189,11040,0,1,1258,5,0,1,0,0,0,0,4,1529,185000.0,27,0
270,4426,0,1,848,3,0,1,0,0,0,0,6,1008,200000.0,25,0
2066,16779,0,1,2654,11,0,1,0,0,0,1,11,1369,135500.0,20,0
693,10440,0,1,1230,5,0,1,0,0,0,0,28,642,120000.0,22,0
1259,10836,0,1,1436,7,0,1,0,0,0,0,58,992,120000.0,22,0
2916,13384,1,1,1360,8,0,1,0,0,0,0,27,1264,160000.0,21,0
2321,13751,0,1,2212,9,1,1,1,1,0,0,0,2090,180750.0,26,0
1977,4480,0,0,1022,4,0,1,0,0,0,1,57,1164,120000.0,18,0
1895,11382,0,1,1374,7,0,1,1,0,0,0,43,1242,141000.0,23,0
1240,9120,0,1,1261,6,0,1,0,0,0,0,50,1549,142400.0,26,0
85,11782,0,1,1155,6,0,1,1,0,0,0,15,1301,135400.0,22,0
1823,6970,0,1,1120,5,0,1,0,0,0,1,46,1208,135400.0,21,0
825,11422,0,1,1838,7,0,1,1,0,0,0,1,2214,200000.0,27,0
110,8000,0,1,1492,6,0,1,0,0,0,0,8,1906,224000.0,26,1
697,15660,0,1,1306,6,0,1,0,0,0,0,6,240,120000.0,23,0
2297,6723,0,1,796,5,0,1,0,0,0,0,36,925,160000.0,25,0
1231,7875,0,1,1144,6,0,1,0,0,0,0,47,1144,141000.0,24,0
1355,9144,0,1,1505,8,0,1,0,0,0,0,26,883,128000.0,21,0
968,14601,0,1,1838,8,0,1,0,0,0,0,3,2176,220000.0,28,0
584,12732,0,1,2067,7,0,1,1,1,1,0,35,1089,185000.0,25,0
1315,6000,0,1,1540,7,0,1,0,0,0,0,3,889,120000.0,29,0
1606,6600,0,1,816,4,0,1,0,0,0,0,5,816,160000.0,25,0
206,8472,1,0,816,5,0,0,1,0,0,0,47,922,102388.0,19,0
1685,12469,0,1,1816,7,1,1,0,0,0,0,0,2012,317500.0,28,0
2016,6240,0,1,1426,6,0,1,0,0,0,0,15,1236,128000.0,24,0
869,11250,0,1,1870,6,0,1,0,0,0,0,8,1243,200000.0,26,0
2135,11800,0,1,894,5,0,1,1,0,0,0,33,864,200000.0,22,0
2346,18800,0,1,1574,6,0,1,1,0,0,0,30,1213,185000.0,23,0
2430,4045,0,1,1500,6,1,1,0,0,0,0,0,1537,192250.0,26,0
2198,10594,0,0,789,5,0,1,0,0,0,0,57,880,199500.0,19,0
2652,6000,0,1,960,5,0,1,0,0,0,0,51,960,120000.0,21,0
27,8400,0,1,882,4,0,1,0,0,0,0,40,1122,141000.0,21,0
241,10420,0,1,1212,6,0,1,0,0,0,0,1,1334,125000.0,25,0
906,6300,0,1,1268,7,0,1,0,0,0,0,59,887,136200.0,20,0
1506,12180,0,1,1053,5,0,1,0,0,0,0,1,627,125000.0,24,0
2098,9965,0,1,2828,11,1,1,0,0,0,0,0,1735,200000.0,28,0
1435,8696,0,1,1418,5,0,1,1,0,0,0,10,1736,200000.0,26,0
2213,13108,0,1,1226,7,0,1,1,0,0,0,56,546,199500.0,21,0
1274,8064,0,1,1320,5,0,1,0,0,0,1,58,876,141000.0,24,0
743,6120,0,0,800,4,0,1,0,0,0,0,59,264,128000.0,16,0
1737,8899,0,1,1340,6,1,1,1,0,0,0,0,1470,180750.0,26,0
2797,10566,0,1,2214,8,0,1,1,0,0,0,7,1367,200000.0,27,0
2185,6882,0,0,1152,6,0,1,0,0,0,0,52,0,125000.0,20,0
58,7750,0,1,1430,7,0,1,1,0,0,0,10,564,180750.0,27,0
830,7314,0,1,1232,6,0,1,0,0,0,0,2,1364,200000.0,26,0
808,7018,0,1,1535,8,0,1,0,0,0,0,30,0,181000.0,22,0
680,7200,0,1,1904,7,0,1,0,0,0,0,27,1376,141000.0,21,0
1153,8450,0,0,890,5,0,1,0,0,0,1,40,890,135000.0,21,0
1291,6000,0,1,1456,7,0,1,0,0,0,0,3,976,120000.0,24,0
1818,8400,0,1,2020,10,0,1,0,0,0,1,30,0,181000.0,20,0
2161,8145,0,1,1476,7,1,1,1,0,0,0,0,773,200000.0,26,0
1883,8892,0,1,1065,6,0,1,1,0,0,0,47,1139,141000.0,21,0
350,7296,0,1,2522,8,0,1,1,1,0,0,4,2447,322450.0,27,0
2473,13072,0,1,1131,6,1,1,0,0,0,1,0,1170,181000.0,26,0
295,15600,0,1,2177,11,0,1,0,0,0,0,19,1032,199500.0,23,0
293,9638,0,1,2447,10,0,1,0,0,0,1,20,1234,136200.0,25,0
859,15523,0,1,864,5,0,1,1,1,0,0,37,864,200000.0,25,0
288,8212,0,0,864,5,0,1,0,0,0,0,60,960,125000.0,14,0
1578,9735,0,1,1394,7,0,1,0,0,0,0,1,484,220000.0,24,0
102,2980,0,1,1512,5,0,1,0,0,0,0,10,788,224000.0,23,1
2831,2522,0,1,1709,7,0,1,0,0,0,0,0,1010,125000.0,23,0
1030,10400,0,1,1444,5,0,1,0,0,0,0,32,1468,185000.0,23,0
2551,10800,0,1,1248,6,0,1,0,0,0,0,46,1248,141000.0,26,0
1286,10440,0,1,1539,8,0,1,0,0,0,0,6,866,120000.0,24,0
958,12898,0,1,1620,6,0,1,1,0,0,0,1,1848,220000.0,28,0
776,8740,0,1,860,4,0,1,1,0,0,0,27,840,135000.0,21,0
72,10440,0,1,1468,6,0,1,0,0,0,0,5,1786,224000.0,25,1
2263,10991,0,1,1571,7,1,1,1,0,0,0,0,1707,220000.0,27,0
1866,8723,0,1,1082,6,0,1,1,0,1,0,38,1133,185000.0,26,0
2876,7030,0,1,641,4,0,1,0,0,0,0,56,895,102388.0,21,0
2146,9375,0,1,2169,7,0,1,0,0,0,0,5,1563,200000.0,27,0
103,2572,0,1,1416,6,0,1,0,0,0,0,11,740,224000.0,24,1
1500,3675,0,1,1072,5,0,1,0,0,0,0,3,575,125000.0,24,0
492,24682,0,1,1675,7,0,1,1,1,0,0,10,944,180750.0,26,0
167,7635,0,1,1175,6,0,1,1,0,0,0,50,1175,141000.0,23,0
2597,5400,0,1,833,4,0,1,0,0,0,0,6,833,120000.0,24,0
2685,6380,0,1,1048,5,0,1,0,0,0,0,56,1109,128000.0,20,0
1035,9750,0,1,1054,6,0,1,0,0,0,0,39,1314,141000.0,27,0
1220,6627,0,0,720,4,0,1,1,0,0,1,58,0,128000.0,19,0
2602,7200,0,1,1595,7,0,1,0,0,0,0,56,943,120000.0,26,0
2159,8200,0,1,1928,8,0,1,0,0,0,0,3,995,200000.0,27,0
695,10307,0,0,1944,12,0,1,0,0,0,0,59,1169,120000.0,21,0
1109,10944,0,1,2127,5,0,1,1,0,0,0,14,1526,300750.0,26,0
640,19296,0,1,1382,6,0,1,0,0,0,1,47,1614,141000.0,23,0
1652,10395,0,1,1032,6,0,1,1,0,0,0,29,1032,185500.0,24,0
2090,23920,0,1,1822,7,0,1,0,0,0,1,23,2312,181000.0,25,0
1188,11050,0,1,1740,8,0,1,0,0,0,0,40,1957,185000.0,22,0
2345,16659,0,1,2263,9,0,1,1,0,1,0,12,1045,185000.0,25,0
1059,13418,0,1,2748,9,0,1,0,0,0,0,2,2244,317500.0,29,0
2751,11003,0,1,1876,7,1,1,1,0,0,0,0,1348,200000.0,27,0
128,9724,0,1,2461,7,0,1,0,0,0,0,8,1140,141000.0,23,0
1523,7804,0,1,1920,10,0,1,0,0,0,0,58,1329,136200.0,25,0
2925,20000,0,1,1224,7,0,1,0,0,0,0,10,1698,160000.0,24,0
2145,10386,0,1,2000,8,0,1,0,0,0,0,2,2168,200000.0,27,0
1121,8640,0,1,1372,6,1,1,0,0,0,0,0,1668,224000.0,27,1
566,2880,0,1,3005,9,0,1,0,0,0,0,4,1553,224000.0,27,1
565,11949,0,1,1755,7,0,1,0,0,0,0,1,1537,300750.0,29,0
1331,7010,0,1,1738,6,0,1,0,0,0,0,58,1054,128000.0,20,0
2928,10441,0,1,970,6,0,1,0,0,0,0,14,1024,160700.0,23,0
156,10200,0,1,1086,6,0,1,0,0,0,0,7,1086,141000.0,25,0
797,11409,0,1,1716,8,0,1,0,0,0,0,1,928,125000.0,22,0
327,1974,0,1,1092,6,0,1,0,0,0,0,37,762,92450.0,21,0
2859,21780,0,1,1550,7,0,1,0,0,0,0,56,1246,199500.0,20,0
1453,7200,0,1,780,4,0,1,0,0,0,0,36,976,200000.0,24,0
1762,12191,0,1,2551,8,0,1,1,0,1,0,9,1916,300750.0,27,0
1868,11358,0,1,1610,8,0,1,1,0,0,0,20,1582,185000.0,26,0
1760,9649,0,1,1644,7,0,1,1,0,0,0,7,1443,180750.0,25,0
1113,11957,0,1,1574,7,0,1,1,0,1,0,2,1822,224000.0,27,0
1812,11613,0,1,1820,7,0,1,1,0,0,0,10,1093,181000.0,25,0
117,9600,0,1,1645,7,0,1,0,0,0,0,39,793,185000.0,24,0
1142,8125,0,1,1679,7,0,1,0,0,0,0,10,1674,181000.0,25,0
2342,18261,0,1,2000,8,0,1,1,0,0,0,1,2486,322450.0,28,0
927,9100,0,1,1112,6,0,1,0,0,0,1,55,1112,199500.0,25,0
2478,8304,0,1,1837,7,0,1,1,0,0,0,8,1256,181000.0,25,0
